lng,lat,Borough,ZipCode,BuildingNumber,StreetName,FiscalYear,PlantingSpaceID,CommunityBoard,PlantingSeason,CityCouncil,TreeID,WOId,WOStatus,CompletedDate
-73.99274061,40.67743821,Brooklyn,11231,93,3 STREET,0,2764466,306,06/30/2024,39,11591666,12843288,Completed,2021-04-20 00:00:00
-73.99354637,40.67767986,Brooklyn,11231,68,3 STREET,0,7786870,306,06/30/2024,39,11591665,12843283,Completed,2021-04-21 00:00:00
-73.99548735,40.68337539,Brooklyn,11231,316,COURT STREET,0,3656119,306,06/30/2024,39,11591616,11021601,Completed,2021-04-21 00:00:00
-73.99664263,40.68064057,Brooklyn,11231,375,COURT STREET,0,7157816,306,06/30/2024,39,11590378,11020490,Completed,2021-04-21 00:00:00
-73.99883758,40.67575026,Brooklyn,11231,505,COURT STREET,0,1604126,306,06/30/2024,39,11508079,12895152,Completed,2021-04-22 00:00:00
-74.00503607,40.68413924,Brooklyn,11231,129,VAN BRUNT STREET ,0,7840479,306,06/30/2024,39,11509822,12970670,Completed,2021-04-23 00:00:00
-74.00781287,40.67965090,Brooklyn,11231,54,RICHARDS STREET,0,2767215,306,06/30/2024,38,11513477,12816066,Completed,2021-04-26 00:00:00
-74.00780545,40.68047474,Brooklyn,11231,65,COMMERCE STREET,0,2767201,306,06/30/2024,38,14492052,12842742,Completed,2021-04-26 00:00:00
-74.01622731,40.67771831,Brooklyn,11231,182,COFFEY STREET,0,2769746,306,06/30/2024,38,11590425,12899839,Completed,2021-04-27 00:00:00
-74.01642919,40.67630957,Brooklyn,11231,252,CONOVER STREET,0,279250,306,06/30/2024,38,5663128,637906,Completed,2021-04-27 00:00:00
-74.01132702,40.67905186,Brooklyn,11231,143,PIONEER STREET,0,2786689,306,06/30/2024,38,11589386,10251376,Completed,2021-04-27 00:00:00
-74.00817951,40.67469629,Brooklyn,0,34,LORRAINE STREET,0,277994,306,06/30/2024,0,0,8617279,Completed,2021-04-27 00:00:00
-73.99664441,40.67126500,Brooklyn,11215,60,12 STREET,0,280413,306,06/30/2024,39,11527912,634300,Completed,2021-04-28 00:00:00
-73.99657712,40.67135315,Brooklyn,11215,60,12 STREET,0,278018,306,06/30/2024,39,11527913,634309,Completed,2021-04-28 00:00:00
-73.97719902,40.64899039,Brooklyn,11218,2819,FT HAMILTON PARKWAY,0,5541222,307,06/30/2024,39,11527921,12761717,Completed,2021-04-28 00:00:00
-73.99313262,40.66747131,Brooklyn,11215,111,15 STREET,0,3932698,306,06/30/2024,39,14492018,12736320,Completed,2021-04-28 00:00:00
-73.99340931,40.63482703,Brooklyn,11219,1262,50 STREET,0,4416040,312,06/30/2024,44,11530896,13766116,Completed,2021-04-29 00:00:00
-73.97294077,40.61467782,Brooklyn,11230,1441,EAST  2 STREET,0,1567732,312,06/30/2024,44,14782199,10026710,Completed,2021-05-03 00:00:00
-74.00149441,40.62491631,Brooklyn,11219,1324,66 STREET,0,1619087,310,06/30/2024,38,11591623,11038495,Completed,2021-05-04 00:00:00
-73.98205430,40.62444255,Brooklyn,11204,1873,54 STREET,0,8165355,312,06/30/2024,44,11592805,13767835,Completed,2021-05-04 00:00:00
-73.98236511,40.62342335,Brooklyn,11204,1886,55 STREET,0,8165793,312,06/30/2024,44,11592817,13769216,Completed,2021-05-04 00:00:00
-74.01301734,40.61505283,Brooklyn,11228,8408,13 AVENUE,0,7168721,310,06/30/2024,43,11591632,11042690,Completed,2021-05-05 00:00:00
-74.01983350,40.62049446,Brooklyn,11228,911,83 STREET,0,4417759,310,06/30/2024,43,11590419,11799608,Completed,2021-05-05 00:00:00
-74.01264305,40.61539038,Brooklyn,11228,8320,13 AVENUE,0,4412762,310,06/30/2024,43,11590375,10451946,Completed,2021-05-05 00:00:00
-74.01531179,40.62413781,Brooklyn,11228,975,76 STREET,0,4959767,310,06/30/2024,43,11590377,10680131,Completed,2021-05-05 00:00:00
-74.01107547,40.62950611,Brooklyn,11219,6702,FT HAMILTON PARKWAY,0,353609,310,06/30/2024,43,11591617,11038468,Completed,2021-05-06 00:00:00
-74.00216104,40.63568099,Brooklyn,11219,989,55 STREET,0,8165359,312,06/30/2024,38,11593903,13768240,Completed,2021-05-06 00:00:00
-74.00220796,40.63570661,Brooklyn,11219,989,55 STREET,0,8165358,312,06/30/2024,38,11593905,13768798,Completed,2021-05-06 00:00:00
-74.00077023,40.63392456,Brooklyn,11219,5520,11 AVENUE,0,1616870,312,06/30/2024,44,14668151,5631594,Completed,2021-05-06 00:00:00
-74.01115198,40.63384592,Brooklyn,11220,6223,8 AVENUE,0,3652134,310,06/30/2024,38,14494060,10103113,Completed,2021-05-06 00:00:00
-74.00567248,40.62940918,Brooklyn,11219,1074,64 ST,0,7167019,310,06/30/2024,38,11591620,11040106,Completed,2021-05-07 00:00:00
-74.00391301,40.62753478,Brooklyn,11219,1171,65 STREET,0,5015592,310,06/30/2024,38,14492058,11038487,Completed,2021-05-07 00:00:00
-74.02014209,40.62935545,Brooklyn,11209,7324,6 AVENUE,0,4444322,310,06/30/2024,43,11588990,10314724,Completed,2021-05-20 00:00:00
-74.02290358,40.63053775,Brooklyn,11209,470,74 STREET,0,6793824,310,06/30/2024,43,14492060,10306313,Completed,2021-05-20 00:00:00
-73.86833999,40.87536552,Bronx,10467,665,MAGENTA STREET,0,6419104,212,06/30/2024,12,11994441,14722985,Completed,2021-10-15 00:00:00
-73.94895788,40.68784660,Brooklyn,11216,320,LEXINGTON AVENUE,0,8679617,303,06/30/2024,36,12123216,15239916,Completed,2021-11-18 00:00:00
-73.94916605,40.68782048,Brooklyn,11216,320,LEXINGTON AVENUE,0,8679615,303,06/30/2024,36,12123612,15241273,Completed,2021-11-18 00:00:00
-73.94906040,40.68783175,Brooklyn,11216,320,LEXINGTON AVENUE,0,8679616,303,06/30/2024,36,14639193,15244875,Completed,2021-11-18 00:00:00
-73.94266189,40.82897597,Manhattan,10031,847,ST NICHOLAS AVENUE,0,8228105,109,06/30/2024,7,12137975,13915636,Completed,2021-11-19 00:00:00
-73.94915771,40.68407046,Brooklyn,11216,300,PUTNAM AVENUE,0,4031820,303,06/30/2024,36,12137979,15192284,Completed,2021-11-23 00:00:00
-73.84351431,40.71088328,Queens,11375,100-49,75 AVENUE,0,6399393,406,06/30/2024,29,12142008,9291297,Completed,2021-11-26 00:00:00
-73.84347660,40.71094160,Queens,11375,100-49,75 AVENUE,0,6399392,406,06/30/2024,29,12142009,9291296,Completed,2021-11-26 00:00:00
-73.84365301,40.71060661,Queens,11375,100-35,75 AVENUE,0,3925280,406,06/30/2024,29,12142011,9291298,Completed,2021-11-26 00:00:00
-73.84356519,40.71054740,Queens,11375,100-44,75 AVENUE,0,6399390,406,06/30/2024,29,12142012,9291294,Completed,2021-11-26 00:00:00
-73.84390884,40.71021073,Queens,11375,100-21,75 AVENUE,0,6399394,406,06/30/2024,29,12142013,9291299,Completed,2021-11-26 00:00:00
-73.84388107,40.71003319,Queens,11375,100-22,75 AVENUE,0,6399399,406,06/30/2024,29,12142014,9291305,Completed,2021-11-26 00:00:00
-73.84383865,40.71009746,Queens,11375,100-22,75 AVENUE,0,6399398,406,06/30/2024,29,12142015,9291304,Completed,2021-11-26 00:00:00
-73.84393317,40.70984623,Queens,11375,100-14,75 AVENUE,0,6399397,406,06/30/2024,29,12142016,9291303,Completed,2021-11-26 00:00:00
-73.84405842,40.70984401,Queens,11375,100-11,75 AVENUE,0,6399395,406,06/30/2024,29,12142017,9291300,Completed,2021-11-26 00:00:00
-73.85013845,40.71182407,Queens,11375,93-15,71 AVENUE,0,1607180,406,06/30/2024,29,12142018,10346340,Completed,2021-11-26 00:00:00
-73.85010272,40.71158587,Queens,11375,71-01,NANSEN STREET,0,6818647,406,06/30/2024,29,12142019,10346339,Completed,2021-11-26 00:00:00
-73.85951620,40.70515601,Queens,11385,88-19,UNION TURNPIKE,0,4437640,405,06/30/2024,30,12142020,7196370,Completed,2021-11-26 00:00:00
-73.84351641,40.71065336,Queens,11375,100-48,75 AVENUE,0,6399391,406,06/30/2024,29,12142010,9291295,Completed,2021-11-26 00:00:00
-73.84891544,40.72465332,Queens,11375,104-20,68 DRIVE,0,2723940,406,06/30/2024,29,12157122,14822525,Completed,2021-11-30 00:00:00
-73.97415083,40.79470229,Manhattan,10025,711,WEST END AVENUE,0,1625115,107,06/30/2024,6,12158954,14193284,Completed,2021-11-30 00:00:00
-73.99879595,40.66100381,Brooklyn,11232,173,25 STREET,0,1428742,307,06/30/2024,38,12167590,14212875,Completed,2021-12-01 00:00:00
-73.98758567,40.65881545,Brooklyn,11215,397,20 STREET,0,8437813,307,06/30/2024,38,12167603,14471680,Completed,2021-12-01 00:00:00
-73.98751193,40.65876270,Brooklyn,11215,381,20 STREET,0,8529233,307,06/30/2024,38,12167604,14744285,Completed,2021-12-01 00:00:00
-73.98145134,40.66001556,Brooklyn,11215,120,WINDSOR PLACE,0,8444996,307,06/30/2024,39,12167499,14493553,Completed,2021-12-02 00:00:00
-73.98186871,40.66032496,Brooklyn,11215,103,WINDSOR PLACE,0,4050096,307,06/30/2024,39,12167858,14493556,Completed,2021-12-02 00:00:00
-73.98140260,40.65904376,Brooklyn,11215,247,PROSPECT PARK WEST,0,4937923,307,06/30/2024,39,13146041,14493148,Completed,2021-12-02 00:00:00
-73.79824446,40.73674234,Queens,11365,171-001,65 Avenue,0,8592849,408,12/31/2024,24,12167548,14953464,Completed,2021-12-03 00:00:00
-73.99255700,40.66622579,Brooklyn,11215,574,4 AVENUE,0,3657819,307,06/30/2024,39,13146038,14256299,Completed,2021-12-03 00:00:00
-73.99223716,40.66525316,Brooklyn,11215,575,4 AVENUE,0,4017939,307,06/30/2024,39,13145235,14255907,Completed,2021-12-03 00:00:00
-73.98904802,40.66707851,Brooklyn,11215,256,13 STREET,0,3644371,306,06/30/2024,39,13145236,14539236,Completed,2021-12-03 00:00:00
-73.99008453,40.66514251,Brooklyn,11215,568,5 AVENUE,0,3926932,307,06/30/2024,39,13145237,14539255,Completed,2021-12-03 00:00:00
-73.79856315,40.67891640,Queens,11436,142-36,FOCH BOULEVARD,0,6191047,412,06/30/2024,28,12156105,8591368,Completed,2021-12-04 00:00:00
-73.78599347,40.70089283,Queens,11433,105-33,171 STREET,0,6361292,412,06/30/2024,27,12154331,9138843,Completed,2021-12-04 00:00:00
-73.78724833,40.70333289,Queens,11433,103-11,171 STREET,0,6744079,412,06/30/2024,27,12154325,10233200,Completed,2021-12-04 00:00:00
-73.78728962,40.70314712,Queens,11433,103-18,171 STREET,0,6744075,412,06/30/2024,27,12154327,10233196,Completed,2021-12-04 00:00:00
-73.78694010,40.70279504,Queens,11433,103-33,171 STREET,0,6744082,412,06/30/2024,27,12154672,10233203,Completed,2021-12-04 00:00:00
-73.78639135,40.69881065,Queens,11433,107-40,170 STREET,0,6781453,412,06/30/2024,27,12154334,10265008,Completed,2021-12-04 00:00:00
-73.79472782,40.69923937,Queens,11433,106-02,UNION HALL STREET,0,2883387,412,06/30/2024,28,12154673,10233271,Completed,2021-12-04 00:00:00
-73.80112271,40.69405003,Queens,11435,107-05,SUTPHIN BOULEVARD,0,6191064,412,06/30/2024,28,12154339,8591388,Completed,2021-12-04 00:00:00
-73.80105838,40.69402184,Queens,11435,107-05,SUTPHIN BOULEVARD,0,4940924,412,06/30/2024,28,12154342,8591387,Completed,2021-12-04 00:00:00
-73.79814812,40.68883028,Queens,11435,145-60,110 AVENUE,0,6191063,412,06/30/2024,28,12154347,8591385,Completed,2021-12-04 00:00:00
-73.79808254,40.68877954,Queens,11435,145-60,110 AVENUE,0,6191062,412,06/30/2024,28,12154350,8591384,Completed,2021-12-04 00:00:00
-73.79800913,40.68873116,Queens,11435,145-60,110 AVENUE,0,6191061,412,06/30/2024,28,12154351,8591383,Completed,2021-12-04 00:00:00
-73.80030328,40.68730471,Queens,11435,143-46,110 AVENUE,0,6191056,412,06/30/2024,28,12154352,8591378,Completed,2021-12-04 00:00:00
-73.80002408,40.68751688,Queens,11435,143-56,110 AVENUE,0,6191053,412,06/30/2024,28,12154674,8591375,Completed,2021-12-04 00:00:00
-73.79996133,40.68756502,Queens,11435,143-60,110 AVENUE,0,6191052,412,06/30/2024,28,12154353,8591374,Completed,2021-12-04 00:00:00
-73.80081384,40.68692200,Queens,11435,143-24,110 AVENUE,0,6191060,412,06/30/2024,28,12154675,8591382,Completed,2021-12-04 00:00:00
-73.80178276,40.68636388,Queens,11435,142-17,110 AVENUE,0,6191050,412,06/30/2024,28,12156096,8591372,Completed,2021-12-04 00:00:00
-73.80186667,40.68630267,Queens,11435,142-15,110 AVENUE,0,6191049,412,06/30/2024,28,12156097,8591371,Completed,2021-12-04 00:00:00
-73.79815556,40.68740805,Queens,11435,146-02,111 AVENUE,0,6361302,412,06/30/2024,28,12156098,9138856,Completed,2021-12-04 00:00:00
-73.79178713,40.68978746,Queens,11433,157-02,111 AVENUE,0,6361296,412,06/30/2024,28,12156099,9138849,Completed,2021-12-04 00:00:00
-73.80014748,40.68759631,Queens,11435,143-53,110 AVENUE,0,6191051,412,06/30/2024,28,12156523,8591373,Completed,2021-12-04 00:00:00
-73.79834250,40.68496993,Queens,11436,114-02,INWOOD STREET,0,6191020,412,06/30/2024,28,12156100,8591338,Completed,2021-12-04 00:00:00
-73.79823677,40.68500012,Queens,11436,114-02,INWOOD STREET,0,6191019,412,06/30/2024,28,12156101,8591337,Completed,2021-12-04 00:00:00
-73.79756746,40.68120033,Queens,11436,144-12,116 AVENUE,0,6236545,412,06/30/2024,28,12156102,8755766,Completed,2021-12-04 00:00:00
-73.79722371,40.67909072,Queens,11436,143-20,FOCH BOULEVARD,0,5409699,412,06/30/2024,28,12156104,6415293,Completed,2021-12-04 00:00:00
-73.79926139,40.67887568,Queens,11436,142-13,FOCH BOULEVARD,0,3650056,412,06/30/2024,28,12156106,8591369,Completed,2021-12-04 00:00:00
-73.79459517,40.68187971,Queens,11436,146-20,116 AVENUE,0,3890844,412,06/30/2024,28,12156107,8591353,Completed,2021-12-04 00:00:00
-73.79456410,40.68182955,Queens,11436,146-20,116 AVENUE,0,6191034,412,06/30/2024,28,12156108,8591352,Completed,2021-12-04 00:00:00
-73.79448006,40.68193483,Queens,11436,147-02,116 AVENUE,0,6191032,412,06/30/2024,28,12156109,8591350,Completed,2021-12-04 00:00:00
-73.79443805,40.68185435,Queens,11436,147-02,116 AVENUE,0,6191031,412,06/30/2024,28,12156110,8591349,Completed,2021-12-04 00:00:00
-73.79965844,40.68259389,Queens,11436,143-02,115 AVENUE,0,5635808,412,06/30/2024,28,12156111,7666081,Completed,2021-12-04 00:00:00
-73.79954959,40.68262467,Queens,11436,143-06,115 AVENUE,0,5635807,412,06/30/2024,28,12156112,7666082,Completed,2021-12-04 00:00:00
-73.79733002,40.68366903,Queens,11436,145-31,115 AVENUE,0,6191028,412,06/30/2024,28,12156113,8591346,Completed,2021-12-04 00:00:00
-73.79726703,40.68353966,Queens,11436,145-31,115 AVENUE,0,6191026,412,06/30/2024,28,12156114,8591344,Completed,2021-12-04 00:00:00
-73.79753296,40.68409171,Queens,11436,114-41,INWOOD STREET,0,6191029,412,06/30/2024,28,12156115,8591347,Completed,2021-12-04 00:00:00
-73.78642074,40.69891911,Queens,11433,107-40,170 STREET,0,6781452,412,06/30/2024,27,12154332,10265007,Completed,2021-12-04 00:00:00
-73.79728802,40.68358557,Queens,11436,145-31,115 AVENUE,0,6191027,412,06/30/2024,28,12156524,8591345,Completed,2021-12-04 00:00:00
-73.79763953,40.68429918,Queens,11436,114-35,INWOOD STREET,0,6191025,412,06/30/2024,28,12156525,8591343,Completed,2021-12-04 00:00:00
-73.79756015,40.68415489,Queens,11436,114-39,INWOOD STREET,0,6191030,412,06/30/2024,28,12156116,8591348,Completed,2021-12-04 00:00:00
-73.79771650,40.68446193,Queens,11436,114-27,INWOOD STREET,0,6191024,412,06/30/2024,28,12156117,8591342,Completed,2021-12-04 00:00:00
-73.79774294,40.68451559,Queens,11436,114-25,INWOOD STREET,0,6191023,412,06/30/2024,28,12156118,8591341,Completed,2021-12-04 00:00:00
-73.79778262,40.68459071,Queens,11436,114-21,INWOOD STREET,0,6191022,412,06/30/2024,28,12156119,8591340,Completed,2021-12-04 00:00:00
-73.79795139,40.68492874,Queens,11436,114-05,INWOOD STREET,0,6191021,412,06/30/2024,28,12156120,8591339,Completed,2021-12-04 00:00:00
-73.79132241,40.68916129,Queens,11433,111-33,157 STREET,0,2293627,412,06/30/2024,28,12156121,9138846,Completed,2021-12-04 00:00:00
-73.79725013,40.67915034,Queens,11436,143-20,FOCH BOULEVARD,0,5409700,412,06/30/2024,28,12156103,6415294,Completed,2021-12-04 00:00:00
-74.00840803,40.63001274,Brooklyn,11219,6502,10 AVENUE,0,7381440,310,06/30/2024,38,12164799,11537859,Completed,2021-12-06 00:00:00
-73.99187301,40.62763026,Brooklyn,11219,1515,57 STREET,0,4289309,312,06/30/2024,44,12167432,13987023,Completed,2021-12-06 00:00:00
-73.74742581,40.72769947,Queens,11427,216-20,HILLSIDE AVENUE,0,5434662,413,06/30/2024,23,12167089,6525335,Completed,2021-12-06 00:00:00
-73.74749056,40.72776097,Queens,11427,216-20,HILLSIDE AVENUE,0,5434663,413,06/30/2024,23,12167613,6525336,Completed,2021-12-06 00:00:00
-73.74335078,40.73024167,Queens,11427,220-18,HILLSIDE AVENUE,0,5434657,413,06/30/2024,23,12167615,6525330,Completed,2021-12-06 00:00:00
-73.74323342,40.73021818,Queens,11427,220-18,HILLSIDE AVENUE,0,5434656,413,06/30/2024,23,12167616,6525329,Completed,2021-12-06 00:00:00
-73.99982299,40.63517396,Brooklyn,11219,1069,54 STREET,0,4025073,312,06/30/2024,44,12164807,14662932,Completed,2021-12-06 00:00:00
-73.98335587,40.72368224,Manhattan,10009,219,EAST 4 STREET,0,7033446,103,12/31/2024,2,14177509,10774739,Completed,2021-12-06 00:00:00
-74.02814289,40.62921415,Brooklyn,11209,313,78 STREET,0,591706,310,06/30/2024,43,12164340,4887397,Completed,2021-12-06 00:00:00
-73.71298420,40.73542774,Queens,11001,254-04,84 ROAD,0,177638,413,06/30/2024,23,142438,8573730,Completed,2021-12-07 00:00:00
-73.89140443,40.66240510,Brooklyn,11207,686,VERMONT STREET,0,8469731,305,06/30/2024,42,12183704,14557712,Completed,2021-12-07 00:00:00
-73.89203771,40.66350796,Brooklyn,11207,642,VERMONT STREET,0,2656109,305,06/30/2024,42,12184123,14393781,Completed,2021-12-07 00:00:00
-73.89719343,40.65800805,Brooklyn,11207,684,HINSDALE ST,0,2654511,305,06/30/2024,42,12183702,14557323,Completed,2021-12-07 00:00:00
-73.89640193,40.65917659,Brooklyn,11207,669,WILLIAMS AVENUE,0,8471348,305,06/30/2024,42,12183703,14558939,Completed,2021-12-07 00:00:00
-73.89093648,40.66177510,Brooklyn,11207,716,VERMONT STREET,0,2656421,305,06/30/2024,42,12185859,14556919,Completed,2021-12-07 00:00:00
-73.89711671,40.66195042,Brooklyn,11207,563,WILLIAMS AVENUE,0,8471350,305,06/30/2024,42,12173255,14558942,Completed,2021-12-07 00:00:00
-73.71501831,40.73577742,Queens,11426,84-02,253 STREET,0,4298560,413,06/30/2024,23,15624939,8573737,Completed,2021-12-07 00:00:00
-73.71945852,40.74609915,Queens,11426,252-04,ELKMONT AVENUE,0,4957297,413,06/30/2024,23,4641969,8594132,Completed,2021-12-07 00:00:00
-73.89317655,40.66938111,Brooklyn,11207,700,Sutter ave ,0,2630545,305,06/30/2024,42,12185856,14396343,Completed,2021-12-08 00:00:00
-73.89291813,40.66964647,Brooklyn,11207,700,SUTTER AVENUE,0,8594561,305,06/30/2024,42,12183705,14951251,Completed,2021-12-08 00:00:00
-73.89276121,40.66966891,Brooklyn,11207,700,SUTTER AVENUE,0,8594562,305,06/30/2024,42,12184124,14956562,Completed,2021-12-08 00:00:00
-73.70233376,40.74495026,Queens,11040,80-58,269 STREET,0,1574284,413,06/30/2024,23,12187297,15519146,Completed,2021-12-08 00:00:00
-73.87622096,40.67131769,Brooklyn,11208,317,MILFORD STREET,0,2649895,305,06/30/2024,42,12185527,15032100,Completed,2021-12-08 00:00:00
-73.70252832,40.74548080,Queens,11040,80-38,269 STREET,0,1574290,413,06/30/2024,23,12187298,7305824,Completed,2021-12-08 00:00:00
-73.76077445,40.71540324,Queens,11423,90-36,199 ST,0,4963429,412,06/30/2024,23,4670752,7447733,Completed,2021-12-08 00:00:00
-73.87137705,40.67953612,Brooklyn,11208,121,MC KINLEY AVENUE,0,5201745,305,06/30/2024,37,12186286,10000733,Completed,2021-12-10 00:00:00
-73.75979374,40.71449110,Queens,11423,199-06,93 AVENUE,0,5800486,412,06/30/2024,23,12231976,7438113,Completed,2021-12-10 00:00:00
-73.75967920,40.71455877,Queens,11423,199-06,93 AVENUE,0,5800485,412,06/30/2024,23,12232762,7438112,Completed,2021-12-10 00:00:00
-73.91570709,40.67784332,Brooklyn,11233,1137,HERKIMER STREET,0,8596007,316,06/30/2024,41,12185857,14968603,Completed,2021-12-13 00:00:00
-73.91556013,40.67783468,Brooklyn,11233,1137,HERKIMER STREET,0,471714,316,06/30/2024,41,12185858,14966059,Completed,2021-12-13 00:00:00
-73.91048716,40.68038844,Brooklyn,11233,251,MAC DOUGAL STREET,0,8465945,316,06/30/2024,37,12185530,14545945,Completed,2021-12-13 00:00:00
-73.73988429,40.75940227,Queens,11362,52-12,REDFIELD STREET,0,8487310,411,12/31/2024,19,12216886,14606334,Completed,2021-12-13 00:00:00
-73.72741480,40.76545443,Queens,11362,53-47,254 STREET,0,8634155,411,12/31/2024,19,12236659,15097635,Completed,2021-12-13 00:00:00
-73.78689939,40.69361243,Queens,11433,110-15,164 PLACE,0,8734837,412,12/31/2024,27,12241547,15395956,Completed,2021-12-13 00:00:00
-73.91140178,40.68149173,Brooklyn,11233,47A,ROCKAWAY AVENUE,0,7764647,316,06/30/2024,37,12184090,12805210,Completed,2021-12-13 00:00:00
-73.73744866,40.75556880,Queens,11362,242-02,61 AVENUE,0,8655825,411,12/31/2024,23,12241536,15159890,Completed,2021-12-13 00:00:00
-73.73811698,40.75550557,Queens,11362,242-02,61 AVENUE,0,8655815,411,12/31/2024,23,12242392,15159891,Completed,2021-12-13 00:00:00
-73.92212789,40.67016753,Brooklyn,11233,551B,RALPH AVENUE,0,372795,316,06/30/2024,41,12190634,14392544,Completed,2021-12-14 00:00:00
-73.90704499,40.65558580,Brooklyn,11212,985,ROCKAWAY AVENUE,0,8632897,316,06/30/2024,42,12191760,15094333,Completed,2021-12-14 00:00:00
-73.73188274,40.68276719,Queens,11422,121-67,234 STREET,0,4037033,413,12/31/2024,31,13869115,14601695,Completed,2021-12-14 00:00:00
-73.77580086,40.75008409,Queens,11364,50-33,203 STREET,0,8582947,411,12/31/2024,20,12217021,14916286,Completed,2021-12-17 00:00:00
-73.77585265,40.75018659,Queens,11364,50-33,203 STREET,0,8582949,411,12/31/2024,20,12245408,14916287,Completed,2021-12-17 00:00:00
-73.77712132,40.74915165,Queens,11364,201-05,53 AVENUE,0,8579525,411,12/31/2024,20,12245407,14906867,Completed,2021-12-17 00:00:00
-73.77795501,40.75008919,Queens,11364,50-16,201 STREET,0,8577854,411,12/31/2024,20,12245400,14904781,Completed,2021-12-17 00:00:00
-73.87624063,40.89546939,Bronx,10470,4199,WEBSTER AVENUE,0,8907852,212,06/30/2024,11,12317032,15838826,Completed,2021-12-20 00:00:00
-73.86611912,40.89973601,Bronx,10470,338,EAST 238 STREET,0,2791209,212,06/30/2024,11,2561141,8614395,Completed,2021-12-23 00:00:00
-73.99148215,40.76869911,Manhattan,10019,538,WEST  55 STREET,0,2340167,104,06/30/2024,6,12939288,13753079,Completed,2022-01-13 00:00:00
-73.99053237,40.76818386,Manhattan,10019,510,WEST  55 STREET,0,711307,104,06/30/2024,6,12939289,10490185,Completed,2022-01-13 00:00:00
-73.99040710,40.76813149,Manhattan,10019,510,WEST  55 STREET,0,711309,104,06/30/2024,6,12939290,9161366,Completed,2022-01-13 00:00:00
-73.99147765,40.76951575,Manhattan,10019,544,WEST  56 STREET,0,2333494,104,06/30/2024,6,12942600,13977128,Completed,2022-01-13 00:00:00
-73.99155694,40.76954909,Manhattan,10019,561,WEST  56 STREET,0,2333495,104,06/30/2024,6,12942601,13890472,Completed,2022-01-13 00:00:00
-73.99140783,40.76948639,Manhattan,10019,544,WEST  56 STREET,0,2333493,104,06/30/2024,6,12942603,13978764,Completed,2022-01-13 00:00:00
-73.85396513,40.84801464,Bronx,10461,1722,HONE AVENUE,0,3639116,211,06/30/2024,13,3344614,9368781,Completed,2022-01-13 00:00:00
-73.98952797,40.76941961,Manhattan,10019,524,WEST 57 STREET,0,1753271,104,06/30/2024,6,12944417,9146009,Completed,2022-01-13 00:00:00
-73.99470944,40.74624108,Manhattan,10001,282,7 AVENUE,0,1617010,105,06/30/2024,3,15552494,11288400,Completed,2022-01-13 00:00:00
-73.83969456,40.88113377,Bronx,10466,3500,EDSON AVENUE,0,2464205,212,06/30/2024,12,0,9514959,Completed,2022-01-13 00:00:00
-73.84618716,40.87481420,Bronx,10469,3312,CORSA AVENUE,0,1577075,212,06/30/2024,12,0,9514960,Completed,2022-01-13 00:00:00
-73.98959201,40.76944459,Manhattan,10019,524,WEST  57 STREET,0,2333434,104,06/30/2024,6,12944416,10479277,Completed,2022-01-14 00:00:00
-73.98934569,40.76934084,Manhattan,10019,514,WEST  57 STREET,0,2333435,104,06/30/2024,6,12947561,9143210,Completed,2022-01-14 00:00:00
-73.87060952,40.89700813,Bronx,10470,4207,KEPLER AVENUE,0,5803357,212,06/30/2024,11,12408217,7467270,Completed,2022-01-19 00:00:00
-73.98918779,40.76927433,Manhattan,10019,510,WEST  57 STREET,0,2333437,104,06/30/2024,6,12947559,9146808,Completed,2022-02-09 00:00:00
-73.93622035,40.74496641,Queens,11101,30-30,THOMSON AVENUE,0,3657026,402,06/30/2024,26,3367734,8870066,Completed,2022-03-02 00:00:00
-73.92637885,40.76090267,Queens,11106,32-44,31 STREET,0,3636909,401,06/30/2024,22,3357269,9466973,Completed,2022-03-07 00:00:00
-73.91780828,40.77776568,Queens,11105,23-06,23 AVENUE,0,1628699,401,06/30/2024,22,14788267,9466989,Completed,2022-03-07 00:00:00
-73.91448348,40.77207481,Queens,11105,23-87,32 STREET,0,3158699,401,06/30/2024,22,2909471,10450087,Completed,2022-03-07 00:00:00
-73.91155630,40.76439149,Queens,11103,42-16,28 AVENUE,0,3571053,401,06/30/2024,22,3272151,7196437,Completed,2022-03-07 00:00:00
-73.91154395,40.76413999,Queens,11103,42-16,28 AVENUE,0,3658789,401,06/30/2024,22,3368717,7196435,Completed,2022-03-07 00:00:00
-73.91148517,40.76421207,Queens,11103,42-16,28 AVENUE,0,3950188,401,06/30/2024,22,3659056,7196436,Completed,2022-03-07 00:00:00
-73.92463473,40.75836952,Queens,11106,34-04,34 AVENUE,0,6467684,401,06/30/2024,26,0,9466974,Completed,2022-03-07 00:00:00
-73.91522820,40.76893366,Queens,11103,25-19,35 STREET,0,3634311,401,06/30/2024,22,0,9466978,Completed,2022-03-07 00:00:00
-73.92854061,40.76020576,Queens,11106,29-06,34 AVENUE,0,282200,401,06/30/2024,26,0,9466972,Completed,2022-03-07 00:00:00
-73.95709856,40.64185432,Brooklyn,11226,1162,FLATBUSH AVENUE,0,8753888,314,06/30/2024,40,12838116,15449074,Completed,2022-04-18 00:00:00
-73.74718888,40.66220765,Queens,11413,230-48,144 AVENUE,0,6309284,413,06/30/2024,31,13897742,9085446,Completed,2022-04-22 00:00:00
-73.84002166,40.65153203,Queens,11414,163-30,91 STREET,0,5017511,410,06/30/2024,32,12863071,16123465,Completed,2022-05-02 00:00:00
